$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category
A943AE,N6962R,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Skycrane,Thunderbird 2,Olga,Big Hello
A943B9,N69622,Keystone Aerial Surveys,Cessna 310Q,C310,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
A94661,N697TA,Tactical Air Support,Northrop F-5E Tiger II,F5,Civ,Aggressor Squadron,Callsign Viper,Broke The Hard Deck,Hired Gun
A947B9,N69745,Private,Stinson Reliant V-77,RELI,Civ,You Came Here In That Thing,Radial Engine,Fixed Gear,Joe Cool
A94A18,N698TA,Tactical Air Support,Northrop F-5F Tiger II,F5,Civ,Aggressor Squadron,Callsign Viper,Broke The Hard Deck,Hired Gun
A94C7E,N699DP,Private,Aerostar Yak-52 TW,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade
A94DCF,N699TA,Tactical Air Support,Northrop F-5F Tiger II,F5,Civ,Aggressor Squadron,Callsign Viper,Broke The Hard Deck,Hired Gun
A94F8D,N69972,Docs Friends,Boeing B-29-70-BW Superfortress,B29,Civ,War Bird,Shiny,Doc,Historic
A9503C,N7DW,Private,DHC-1 Super Chipmunk,DHC1,Civ,Aerobatics,Single Seater,Pass The Sick Bag,Jump Johnny Jump
A950B0,N7JM,Joyce Meyer,Gulfstream G-IV,GLF4,Civ,Jesus He Knows Me,Church Of Private Jets,Send NO Money,Jesus he Knows me
A950C0,N7KC,Kenny Chesney,Dassault Falcon 900,F900,Civ,Bizjet,Country Music,Vanity Plate,Don't you know who I am?
A950C9,N7KM,Faith Life Church Inc,Dassault Falcon 900EX,F900,Civ,Jesus He Knows Me,Church Of Private Jets,Send NO Money,Jesus he Knows me
A95128,N7PG,Procter & Gamble,Bombardier Challenger 350,CL35,Civ,Bizjet,Conglomerate,Consumer Goods,As Seen on TV
A9523C,N70AG,LA Chargers,Gulfstream G650 ER,GLF6,Civ,NFL,The Other Football,The Bolts,Football
A952A4,N70EL,Enterprise Rent-A-Car,Gulfstream G600,GA6C,Civ,Car Rental,Extra Insurance,Weekend Away,As Seen on TV
A9550B,N700F,Lewis Air Legends,Grumman F7F-3P Tigercat,TCAT,Civ,War Bird,Shiny,Here Kitty Kitty!,Historic
A95566,N700JR,Private,Canadian Car & Foundry Harvard IV,T6,Civ,Trainer,History,To Be Faaaaaaaaaaaaaaaaaaair,Historic
A95644,N700TN,Private,Beech H18,BE18,Civ,Twin Beech,Twin Tail,Tricycle Landing Gear,Historic
A95892,N701DB,Dan Bilzerian,Gulfstream G-IV,GLF4,Civ,Bizjet,Poker,Ignite International Ltd.,Don't you know who I am?
A9589C,N701DM,Pacific Fleet Aviation,Piper PA-23-250,PA27,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
A95A1B,N701UV,AAI Corp,Shadow RQ-7B M2,DRON,Civ,ISR,Drone,Eye in the Sky,UAV
A95BFC,N702A,Saudi Aramco,Hawker 125 900XP,H25B,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,Climate Crisis
A95C2F,N702CA,National Airlines,Boeing 747 412BCF,B744,Civ,Cargo,Government Contractor,Airlift,Hired Gun
A95C79,N702F,Station Casinos,Boeing 737-MAX8-BBJ,B38M,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
A95FB3,N703A,Saudi Aramco,Hawker 125 900XP,H25B,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,Climate Crisis
A960FF,N703PG,Babbit's Motorsport Racing,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
A96823,N705LH,Labcorp,Pilatus PC-12,PC12,Civ,Genomes,Medical,Bizjet,As Seen on TV
A968F7,N705UV,AAI Corp,Shadow RQ-7B M2,DRON,Civ,ISR,Drone,Eye in the Sky,UAV
A96A98,N7058G,DC Aerial Photos,Cessna 172K Skyhawk,C172,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
A96B72,N706GD,Gulfstream Aerospace Corp,Gulfstream G700,GA7C,Civ,Bizjets,How The Other Half Live,We Make Planes,As Seen on TV
A96FB1,N707MQ,Omega Air,Boeing 707-368C,B703,Civ,Air2Air,Tanker,Military Contractor,Hired Gun
A9702C,N707SN,K Supply Company,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
A9714D,N70727,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
A97153,N7073C,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
A97659,N709DS,Steve Ballmer,Gulfstream G650,GLF6,Civ,Bizjet,Microsoft,LA Clippers,Don't you know who I am?
A97A1A,N71EB,ISR Platforms,Cessna 208 Caravan,C208,Civ,ISR,SAR,Training,Hired Gun
A97A43,N71FT,Private,P-51D Mustang Modfied Racer,P51,Civ,Speed Racer,Strega,Air Racing,Historic
A97A73,N71HR,Seminole Tribe of Florida,Gulfstream G280,G280,Civ,The Gambler,The House Always Wins,Snake Eyes,As Seen on TV
A97AA5,N71KR,Kid Rock,Bombardier Challenger 600,CL60,Civ,Bizjet,Oh Lord,Vanity Plate,Don't you know who I am?
A97B00,N71PG,Phoenix Air,Learjet 36,LJ35,Civ,Hired Gun,Government Contractor,Dirty Business,Hired Gun
A97B6B,N71TP,Northeast Montana State Air Ambulance,Pilatus PC-12 45,PC12,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
A97C45,N710CF,Calspan Corp,Gulfstream 2,GLF2,Civ,OG Defense Contractor,Flight Research,Bizjet,As Seen on TV
A980DE,N711MG,Gulf Flight Inc.,Mikoyan Gurevich MiG-21,MG21,Civ,Mig,Historic,Vashe Zdorovye,Historic
A9810B,N711PB,Flying H Enterprises,Rockwell Turbo Commander 690B,AC90,Civ,Flying Fire Extinguisher,Air Attack,Wildfire,Aerial Firefighter
A98380,N712AE,Aero Air,Embraer ERJ-135LR,E135,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
A98455,N712JT,SkyLens,Piper PA-23 Aztec 250F,PA27,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
A9855F,N712VJ,SVJ Aviation,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
A987A8,N713ET,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic
A987E1,N713H,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
A9880C,N713JT,Private,Vought F4U-4 Corsair,CORS,Civ,Historic,Aircraft Carrier,Fighter Bomber,Historic
A988EC,N713TS,Cactus Jack Airlines,Embraer Lineage 1000,E190,Civ,Travis Scott,Astroworld,Not A Good Human,As Seen on TV
A98926,N713W,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
A98A81,N7137B,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic
A98E39,N7147C,Skylens,Piper PA-23 Aztec 250D,PA27,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
A98ED4,N715CB,Cleveland Browns,Dassault Falcon 2000EX,F2TH,Civ,NFL,The Other Football,Brownie the Elf,Football
A98F61,N715HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
A99113,N71502,Private,Vultee BT-13B Valiant,VALI,Civ,Basic Trainer,WW2,L-Plate,Historic
A99318,N716HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
A9998D,N7178Q,Skylens,Cessna 172L Skyhawk,C172,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
A999DF,N718BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive
A99A86,N718HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
A99DEB,N719EL,DFS Furniture Company,Beechjet 400XP,BE40,Civ,Sale Must End Soon,Reduced,Buy Now Pay Forever,As Seen on TV
A99E3D,N917HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
A9A037,N71924,Keystone Aerial Surveys,Cessna TU206C Turbo Stationair,T206,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
A9A086,N7195C,Private,Grumman F7F-3 Tigercat,TCAT,Civ,War Bird,Shiny,Green Cowlings,Historic
A9A44D,N720HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
A9A804,N721HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
A9A83D,N721L,Starbucks,Gulfstream G550,GLF5,Civ,Kara Thrace,Coffee,Multinational,As Seen on TV
A9A862,N721MM,Mandalay Resorts,Gulfstream G650 ER,GLF6,Civ,The Gambler,The House Always Wins,Snake Eyes,As Seen on TV
A9A9F2,N7212S,Longreach Air,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
A9AB08,N722AP,Rearden Capital Group,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
A9ABBB,N722HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
A9AEC1,N723AR,Airborne Research LLC,DHC-6 Twin Otter 300,DHC6,Civ,Aerial Research,Eye In The Sky,Airborne Science,Dogs with Jobs
A9AF36,N723FH,Flying Heritage Collection,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Upapa Epops,Historic
A9B67C,N725DT,Donald Trump,Cessna Citation X,C750,Civ,Bad Human,Orange Danger,Lock Him Up,Dictator Alert
A9B828,N725WW,Win Aviation,Short SD3-60,SH36,Civ,Para Ops Training,Military Contractor,Hired Gun,Perfectly Serviceable Aircraft
A9BA16,N726CP,Civil Air Patrol,Cessna 172 Skyhawk,C172,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP
A9BAF2,N726MJ,Medway Air Ambulance,Learjet 45,LJ45,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
A9BC93,N72626,ISR Platforms,Cessna T206 Turbo Stationair,T206,Civ,ISR,SAR,Training,Hired Gun
A9BDCD,N727CP,Civil Air Patrol,Cessna 182,C182,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP
A9C52E,N729CA,National Airlines,Boeing 747 412BCF,B744,Civ,Cargo,Government Contractor,Airlift,Hired Gun
A9C5E2,N729KF,Stan Kroenke,Bombardier Global 7500,GL7T,Civ,Bizjet,Denver Nuggets,LA Rams,Don't you know who I am?
A9C99A,N73KG,One And A Quarter LLC,Extra EA-300SC,E300,Civ,Do A Barrel Roll,High G,Aerobatics,Joe Cool
A9C9C5,N73M,3M Company,Gulfstream G550,GLF5,Civ,Chemicals,Mining,Sticky Tape,As Seen on TV
A9C9D0,N73ML,Celebration TV America,Bombardier Challenger 601,CL60,Civ,Jesus He Knows Me,Church Of Private Jets,Send NO Money,Jesus he Knows me
A9CB4B,N730CP,Aero Air,Cessna Citation M2,C25M,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
A9CBA5,N730GD,Gulfstream Aerospace Corp,Gulfstream G600,GA6C,Civ,Bizjets,How The Other Half Live,We Make Planes,As Seen on TV
A9CD66,N7300C,Commemorative Air Force,North American AT-6D Texan,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic
A9CF59,N731GA,Medway Air Ambulance,Learjet 31,LJ31,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
A9D37B,N732LH,Labcorp,Pilatus PC-12,PC12,Civ,Genomes,Medical,Bizjet,As Seen on TV
A9D64A,N733BA,Boeing Company,Boeing 737-MAX7-BBJ,B37M,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
A9DCED,N73449,Private,Boeing Stearman A75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic
A9DDD1,N735CA,Metrea,B350 Super King Air,B350,Civ,Surveillance,Covert,Spyplane,Oxcart
A9DDF1,N735DH,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
A9E513,N737AG,Funair Corporation,Boeing 737NG-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
A9E51E,N737AT,Hillwood Airways,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
A9E54A,N737CM,F & L Aviation III,Boeing 737NG-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
A9E580,N737ER,BBJ One Inc,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
A9E5A9,N737GG,Mid East Jet,Boeing 737NG-BBJ2,B738,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
A9E5BB,N737H,Airborne Imaging,Douglas DC-3,DC3,Civ,Aerial Cartography,Photo Recon,Aerial Survey,Ptolemy would be proud
A9E5FD,N737KR,Arabasco,Boeing 737NG-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
A9E60B,N737LE,Leonard Blavatnik,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Oligarch,Climate Crisis,Oligarch
A9E61F,N737M,Eagle Intl Establishment,Boeing 737NG-BBJ2,B738,Civ,Man Made Climate Change,Boeing Business Jet,Mercenary,Hired Gun
A9F04D,N74BC,Private,Velocity SE-RG,VELO,Civ,Canards,Daredevil,Nope Mobile,You came here in that thing?
A9F07F,N74DC,Private,Pitts Special S-2A,PTS2,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool
A9F164,N74NG,Northrop Grumman,Beechcraft Super King Air 350,B350,Civ,Aerospace,Stealth Mode,Bizjet,As Seen on TV
A9F1C8,N74SG,Zetroz Systems,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
A9F224,N74VZ,Verizon Corporate Services,Gulfstream G550,GLF5,Civ,Basic Cable,We Don't Care,Telecoms,As Seen on TV
A9F681,N741CP,Civil Air Patrol,Cessna 182,C182,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP
AA0198,N744C,Cutrale North America,Dassault Falcon 8X,FA8X,Civ,Orange Juice,Oranges,Chiquita,As Seen on TV
AA027B,N744MB,Private,OGMA DHC-1 Chipmunk T20,DHC1,Civ,Jump Johnny Jump,Obrigado,Air Training Corps,Jump Johnny Jump
AA0308,N744ST,National Airlines,Boeing 747 Supertanker,B744,Civ,Cargo,Former Supertanker,I Used To Be Someone,Dogs with Jobs
AA0325,N744TX,PHI Health,Bell 407,B407,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA0348,N744VG,Virgin Orbit,Boeing 747,B744,Civ,Cosmic Girl,I Thought You Was A Pilot Not An Astronaut,Rockets,Distinctive
AA0602,N745KD,Walmart,Learjet 45,LJ45,Civ,Join A Union,Corporate Dictatorship,Shop Local,As Seen on TV
AA06DC,N745TX,Mother Frances Hospital,Eurocopter MBB-BK 117 C-2 (EC145),EC45,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA0B75,N7462C,Titan Aerobatic,North American SNJ-6 Texan,T6,Civ,War Bird,Shiny,Titan Aerobatic,Historic
AA0CA7,N747BC,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive
AA0D27,N747GF,General Electric,Boeing 747,B744,Civ,5 Engines,Testbed,Funny Looking,Distinctive
AA0DB4,N747MX,Lewis Air Legends,Grumman F7F-3N Tigercat,TCAT,Civ,War Bird,Shiny,La Patrona,Historic
AA197E,N75UM,University of Michigan,Bombardier Learjet 45,LJ45,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA198B,N75V,Dynamic Avlease Inc,Beech U-21A Ute (A90-1),U21,Civ,Government Contractor,Mystery,Versatile Aircraft,Hired Gun
AA198D,N75VB,Paramount Pictures,Bombardier Global 6000,GLEX,Civ,Is This My Good Side,Hollywood,5555 Melrose Avenue,As Seen on TV
AA198E,N75VC,Sunshine Aero,NA Sabreliner,SBR1,Civ,Shapeshifter,Target Practice,Testbed,Hired Gun
AA19EF,N75Z,Dynamic Avlease Inc,Beech U-21A Ute (A90-1),U21,Civ,Government Contractor,Mystery,Versatile Aircraft,Hired Gun
AA1A20,N750AY,Skydive North West,Pacific Aerospace PAC750XL,P750,Civ,Skydive,Perfectly Serviceable Aircraft,Jump Johnny Jump,Perfectly Serviceable Aircraft
AA1AB5,N750GX,Bombardier Aerospace Corp,Bombardier Global 7500,GL7T,Civ,We Make Planes,Bizjet,Aerospace,As Seen on TV
AA1DE9,N751BR,RV Aviation LLC,Commander 690/840,AC90,Civ,Flying Fire Extinguisher,Air Attack,Wildfire,Aerial Firefighter
AA1E68,N751GT,Skyways Charter LLC,Cessna Citation X,C750,Civ,Guantanamo,GTMO,Offshore Detention,Hired Gun
AA288E,N7537U,World's Createst Aircraft Collection,Grumman F6F-3 Hellcat,HCAT,Civ,War Bird,Tough As Old Boots,Fly Navy,Historic
AA2D66,N755JB,Metrea,B200 Super King Air,BE20,Civ,Surveillance,Covert,Spyplane,Oxcart
AA2F29,N7551T,Mustang High Flight LLC,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Hell-er Bust,Historic
AA2F9F,N75546,Private,Boeing Stearman B75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic
AA3086,N756CA,National Airlines,Boeing 747 412BCF,B744,Civ,Cargo,Government Contractor,Airlift,Hired Gun
AA340A,N757A,Boeing,Boeing 757,B752,Civ,Testbed,Radar,Catfish,Distinctive
AA3410,N757AF,DJT Operations,Boeing 757,B752,Civ,Original Nuttah,Orange Danger,Lock Him Up,Dictator Alert
AA34CE,N757HW,Honeywell Intl,Boeing 757,B752,Civ,Surprise Trijet,Testbed,I'd Get That Seen Too,Distinctive
AA39DC,N758XP,Paraclete Aviation,CASA C-212 Aviocar 400MP,C212,Civ,Skydive,STOL,Jump Johnny Jump,Perfectly Serviceable Aircraft
AA3F44,N76AW,Pacific Fleet Aviation,Piper PA-23-250,PA27,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
AA4122,N76VZ,Verizon Corporate Services,Gulfstream G550,GLF5,Civ,Basic Cable,We Don't Care,Telecoms,As Seen on TV
AA4395,N760X,Aerotechnics Aviation,MS.760 Paris,MS76,Civ,Quads,Training Wheels,Four Seats,Distinctive
AA43E7,N7600G,SAS Institute,Dassault Falcon 2000,F2TH,Civ,Analyze This,Climate Crisis,Bizjet,As Seen on TV
AA43EA,N7600K,SAS Institute,Boeing 737NG-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
AA43EE,N7600P,SAS Institute,Dassault Falcon 900,F900,Civ,Analyze This,Climate Crisis,Bizjet,As Seen on TV
AA43F1,N7600S,SAS Institute,Dassault Falcon 900,F900,Civ,Analyze This,Climate Crisis,Bizjet,As Seen on TV
AA4400,N76007,Fetch Aerospace,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
AA45DD,N761GH,Pleasant Aircraft Leasing,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
AA463E,N761LE,Leonard Blavatnik,Gulfstream G650,GLF6,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch
AA4C23,N7626C,Unknown,Grumman F7F Tigercat,TCAT,Civ,War Bird,Shiny,In Storage?,Historic
AA4C8C,N7629C,Private,Grumman F7F-3 Tigercat,TCAT,Civ,War Bird,Shiny,Navy Blue,Historic
AA5070,N764AM,North Flight Aero Med,Sikorsky S-76 B,S76,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA5187,N764MR,North Flight Aero Med,Sikorsky S-76 C,S76,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA5B89,N767A,Saudi Aramco,Boeing 767,B762,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,Climate Crisis
AA5BC4,N767CJ,Drake,Boeing 767,B762,Civ,Bizjet,Champagne Papi,Canadian,Don't you know who I am?
AA5F4C,N768AM,Corewell Health Aero Med,Sikorsky S-76 C++,S76,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA651D,N769Y,Private,Brunner-Winkle Bird CK,ZZZZ,Civ,Biplane,Joyride,Historic,Historic
AA6787,N77JS,Sol Aerial Surveys,Cessna 310R,C310,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
AA6847,N77SJ,Private,Extra EA.300 LC,E300,Civ,Do A Barrel Roll,Display Team,Aerobatics,Aerobatic Teams
AA688A,N77VA,Tom Cruise,Honda Jet,HDJT,Civ,Maverick,Ethan Hunt,Xenu,Don't you know who I am?
AA6922,N770BB,Yucaipa Companies LLC,Boeing 757,B752,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
AA6974,N770EJ,Delta SF VA,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
AA6C71,N77074,Private,DHC-1 Chipmunk 1B-2-S5,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
AA6D15,N771DM,Laredo Petroleum,Cessna Citation CJ3,C25B,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,Climate Crisis
AA6FC8,N7715C,Private,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Bomber Escort,Historic
AA7093,N772BE,BAE Systems,Gulfstream G550,GLF5,Civ,Arms Company,Security,Missiles,As Seen on TV
AA7132,N772HP,Metrea,B350 Super King Air,B350,Civ,Surveillance,Covert,Spyplane,Oxcart
AA75C0,N773SD,South Dakota Department of Transportation,Beechcraft King Air C90A,BE9L,Civ,Flying Fire Extinguisher,Air Attack,Wildfire,Aerial Firefighter
AA7934,N774PM,Private,Pitts Special S-1S,PTS1,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool
AA7975,N774SB,Seven Bar Aviation,Cessna Citation Encore,C560,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA7BCF,N775CC,Classic Air Medical,Pilatus PC-12 47,PC12,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA8177,N776Y,Moose Seeker,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
AA833C,N777CB,Berichi Aviation Aircraft,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Joe Cool
AA84D4,N777UK,Leonard Blavatnik,Boeing 777-217ER,B772,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch
AA8664,N7777Q,Meridian Jet,Boeing 737NG-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
AA8F5A,N78NA,Flying H Enterprises,Rockwell Turbo Commander 690B,AC90,Civ,Flying Fire Extinguisher,Air Attack,Wildfire,Aerial Firefighter
AA90A0,N780BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive
AA918C,N780LM,Liberty Media Corp,Dassault Falcon 7X,FA7X,Civ,Formula 1,Lews Hamilton,Crash Verstappen,As Seen on TV
AA9212,N780RW,IBM Corp,Gulfstream G650 ER,GLF6,Civ,HAL,Counting Machines,Big Blue,As Seen on TV
AA9244,N780TW,IBM Corp,Gulfstream G650 ER,GLF6,Civ,HAL,Counting Machines,Big Blue,As Seen on TV
AA955C,N781MM,Mandalay Resorts,Embraer Legacy 500,E550,Civ,The Gambler,The House Always Wins,Snake Eyes,As Seen on TV
AA9582,N781P,PHI Health,Sikorsky S-76 C,S76,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AA9913,N782MM,Mandalay Resorts,Embraer Legacy 500,E550,Civ,The Gambler,The House Always Wins,Snake Eyes,As Seen on TV
AA9992,N782SP,Samaritans Purse,Douglas DC-8 72CF,DC87,Civ,Jesus He Knows Me,Church Of Private Jets,Send NO Money,Jesus he Knows me
AA9F6A,N784AH,Bank of New York Mellon,Gulfstream G650 ER,GLF6,Civ,Aaaaaaaand its gone,Bunch of Bankers,Scrooge McDuck,As Seen on TV
AAA438,N785MM,Mandalay Resorts,Embraer Lineage 1000E,E190,Civ,The Gambler,The House Always Wins,Snake Eyes,As Seen on TV
AAA94E,N7861C,American Aircraft Sales,Grumman F6F Hellcat,HCAT,Civ,War Bird,Tough As Old Boots,Fly Navy,Historic
AAAC0E,N787RR,Rolls Royce,Boeing 747-267B,B742,Civ,Testbed,That Looks Swollen,Odd,Distinctive
AAAE77,N788CG,Corning,Bombardier CL-600-2B19,CL60,Civ,Glass Works,Apple Supplier,Bizjet,As Seen on TV
AAAE97,N788DP,DP World,Boeing 737NG-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,Climate Crisis,Climate Crisis
AAAF49,N788LS,Las Vegas Sands Corp,Boeing 737,B733,Civ,Man Made Climate Change,Boeing Business Jet,House Always Wins,As Seen on TV
AAAFE9,N788TB,Private,DHC-1 Chipmunk 1B-2-S3,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
AAB300,N789LS,Las Vegas Sands Corp,Boeing 737,B733,Civ,Man Made Climate Change,Boeing Business Jet,House Always Wins,As Seen on TV
AAB3FE,N789WW,Win Aviation,Short C-23B Sherpa,SH36,Civ,Para Ops Training,Military Contractor,Hired Gun,Perfectly Serviceable Aircraft
AAB8CD,N790J,IBM Corp,Dassault Falcon 2000,F2TH,Civ,HAL,Counting Machines,Big Blue,As Seen on TV
AABA20,N790XP,Paraclete Aviation,CASA C-212 Aviocar 400MP,C212,Civ,Para Ops Training,Military Contractor,Hired Gun,Perfectly Serviceable Aircraft
AABD66,N791TA,Tactical Air Support,Northrop F-5,F5,Civ,Aggressor Squadron,Callsign Viper,Broke The Hard Deck,Hired Gun
AAC034,N792HT,Helicopter Transport Services,CH-54A Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
AAC36A,N793CP,ConocoPhillips,Gulfstream G550,GLF5,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,Climate Crisis
AAC3EB,N793HT,Helicopter Transport Services,CH-54A Tarhe,S64,Civ,Skycrane,Thunderbird 2,Heavy Lift,Big Hello
AAC6EA,N794AJ,Zero Gravity Corporation,Boeing 727-227FW,B722,Civ,Trijet,Zero G,Vomit Comet,Distinctive
AAC7F5,N794MA,Inflight Medical Services International,Mitsubishi MU-2B -60,MU2,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
AAC8B5,N794UT,University of Tennessee,Beech B300 Super King Air,BE30,Civ,Volunteers,The Other Football,Vanity Plate,Football
